Country (Country),FAO area,id,Fishing area (FAO major fishing area),ISO3,3A,ISSCAAP,ISSCAAP species group,taxgroup,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Thailand,Pac-WC,Sergestid shrimps nei,"Pacific, Western Central",THA,SHS,45,"Shrimps, prawns",shrimps,,,,,,,,,,,,,,,,,,,,,8100,8900,5400,14400,11700,18048,22118,18566,15737,11283,11818,11993,18057,16264,15610,15573,15969,16916,19872,21414,20114,18990,20751,19354,21375,19532,18387,15100,14315,6381,3098,3375,3748,4243,5149,8778,6785,6310,7124,7210,5768,4895,3270,1583,1696,2901
Thailand,Pac-WC,Bigfin reef squid,"Pacific, Western Central",THA,UHL,57,"Squids, cuttlefishes, octopuses",cephalopods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7691,9359,3907,5053,7213,5574,5826,6333,5500,3811,3584,3646,4528,4523,4061,2953,3615,4728,2448,2773
Thailand,Ind-E,Penaeus shrimps nei,"Indian Ocean, Eastern",THA,PEN,45,"Shrimps, prawns",shrimps,600,500,500,500,600,600,600,600,500,500,700,800,1000,1200,1500,1800,2300,3100,3700,3900,1600,1700,2200,3400,300,1009,1288,9402,8368,7947,3156,8302,7709,8091,7359,6996,7665,6524,6027,6254,5656,16205,11073,11010,11087,10185,11807,12272,9452,10965,8986,14100,7552,7855,7666,6828,6361,5483,4207,5229,4243,4190,3600,1985,2223,2655
Thailand,Pac-WC,"Groupers, seabasses nei","Pacific, Western Central",THA,BSX,33,Miscellaneous coastal fishes,other marine percoidids,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5679,5431,5847,5649,5020,5465,5035,5112,5841,4993,3733,3880,3172,3175,1829,2022,2286,2062,3044,2800,2379,2652
Thailand,Pac-WC,Dorab wolf-herring,"Pacific, Western Central",THA,DOB,35,"Herrings, sardines, anchovies",forage fish,,,,,,,,,,,,,,,,,,,,,,4300,1300,1200,1500,2302,1293,1059,2297,4119,2415,2968,2113,2409,1991,2183,2481,3497,4118,4181,5531,5640,5550,6016,7352,9897,2741,2715,4724,6598,7493,5928,6739,7371,6203,5188,4711,3533,2742,2523,3297,2881,2789,2368,2543,2588
Thailand,Ind-E,Banana prawn,"Indian Ocean, Eastern",THA,PBA,45,"Shrimps, prawns",shrimps,,,,,,,,,,,,,,,,,,,,,0,0,0,0,200,731,1751,3149,8230,8258,4692,3410,3316,2691,3835,2533,3023,3230,2905,3219,2911,3236,3867,4478,3283,6100,6512,5464,4850,4574,4616,6479,9288,11792,6136,5749,5522,3382,3126,3096,3188,3030,5395,3598,2173,2230
Thailand,Ind-E,"Croakers, drums nei","Indian Ocean, Eastern",THA,CDX,33,Miscellaneous coastal fishes,other marine percoidids,,,,,,,,,,,,,,,,,,,,,1000,2000,2000,3100,4400,2533,5245,5513,3814,3280,2595,4214,3852,4178,5101,6062,8155,5753,5065,6811,7394,15521,14581,15773,15396,19750,24643,24913,29750,20975,23490,24711,27981,24097,20649,16409,16546,13841,13727,12792,10893,4187,4932,869,723,2169
Thailand,Pac-WC,Blackbanded trevally,"Pacific, Western Central",THA,RNJ,37,Miscellaneous pelagic fishes,carangids-mackerels,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3934,4048,3603,3532,3088,3345,3188,2562,6532,6750,2386,2747,2326,1927,1253,1151,724,674,2045,2360,2000,2135
Thailand,Ind-E,"Snappers, jobfishes nei","Indian Ocean, Eastern",THA,SNX,33,Miscellaneous coastal fishes,other marine percoidids,,,,,,,,,,,,,,,,,,,,,500,500,600,600,900,410,138,1157,497,1516,830,940,813,1781,590,585,742,914,1126,875,1312,2876,1768,5798,6476,5532,5473,4359,3188,4280,2717,4332,5075,7101,6929,5714,5391,3977,1524,1742,1813,3825,2864,2005,1527,2132
Thailand,Pac-WC,Daggertooth pike conger,"Pacific, Western Central",THA,DPC,34,Miscellaneous demersal fishes,other marine fish,,,,,,,,,,,,,,,,,,,,,0,0,0,1200,900,1928,1206,2010,2134,2205,2136,2221,2025,1768,1425,1903,2374,2649,2238,1632,1786,1084,1043,2155,3112,2732,921,866,1178,1167,1141,1160,1205,1221,1882,1819,1606,1665,1330,1505,2294,2726,2076,2292,2030,2129
Thailand,Pac-WC,"Sharks, rays, skates, etc. nei","Pacific, Western Central",THA,SKX,38,"Sharks, rays, chimaeras",elasmobranchs,,,,,,,,,,,,,,,200,500,300,2600,4200,6300,3700,4000,2800,4400,3200,2730,3542,3482,2797,2647,2906,3004,2722,2363,2593,2873,3706,3847,3436,2769,2036,2427,1578,1934,2208,2812,3160,2993,3306,6302,7133,6785,9118,10492,5868,3915,3576,2958,1722,1808,1241,849,2170,2125,2042,2118
Thailand,Pac-WC,Mullets nei,"Pacific, Western Central",THA,MUL,33,Miscellaneous coastal fishes,other marine fish,,,,,,,,,,,,,,,,,,,,,3160,3450,1410,1320,1880,2638,4326,3913,6861,3437,3697,6481,3782,3497,2840,3283,4100,3484,3041,3279,3483,3719,3771,3273,3961,3678,3952,4075,3905,2700,3106,4312,2867,2384,2267,2956,2345,2216,3560,3790,2848,3526,3371,2172,2398,1983
Thailand,Pac-WC,Indian halibut,"Pacific, Western Central",THA,HAI,31,"Flounders, halibuts, soles",pleuronectids,,,,,,,,,,,,,,,,,,,,,0,0,0,4800,3200,3663,2904,3861,3908,3077,3491,3960,2662,1779,2354,2382,3307,3678,3139,3026,2912,1266,1071,968,1216,1657,1368,1313,1130,1828,1904,752,942,1253,1759,2138,1802,1580,1000,1002,744,900,1259,2501,1691,1817
Thailand,Ind-E,"Octopuses, etc. nei","Indian Ocean, Eastern",THA,OCT,57,"Squids, cuttlefishes, octopuses",cephalopods,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,51,0,162,47,122,211,303,1028,431,476,1429,2704,6353,5897,7027,4608,5541,10702,10919,14989,12880,13073,14267,13644,10249,11028,5960,4983,4750,4766,4007,2776,2352,2276,1634,1413,1775
Thailand,Pac-WC,Black pomfret,"Pacific, Western Central",THA,POB,37,Miscellaneous pelagic fishes,carangids-mackerels,,,,,,,,,,,,,,,,,,,,,2000,2200,2600,3000,2200,3773,2997,2581,2878,1285,1498,1661,1669,1552,2176,2648,4304,4357,4902,3408,3517,2098,1979,1895,2545,3583,3483,3272,1905,4660,3240,3801,4003,3665,3216,2884,2451,2800,1750,1863,1858,1671,1756,1864,1658,1746
Thailand,Ind-E,Largehead hairtail,"Indian Ocean, Eastern",THA,LHT,34,Miscellaneous demersal fishes,other marine fish,,,,,,,,,,,,,,,,,,,,,0,0,0,100,300,192,138,1502,1057,895,595,927,530,561,804,1657,1405,1239,1612,1930,2636,2695,1243,2972,5278,10015,11712,13033,16223,9509,8737,8263,9719,8123,7359,6799,7372,6060,3189,3489,2793,2983,3030,840,561,1477
Thailand,Ind-E,Bigfin reef squid,"Indian Ocean, Eastern",THA,UHL,57,"Squids, cuttlefishes, octopuses",cephalopods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2830,2614,331,3296,3562,3345,5073,2335,2173,2330,2171,2465,3271,2431,1769,1253,1269,1249,792,1312
Thailand,Pac-WC,Sillago-whitings,"Pacific, Western Central",THA,WHS,33,Miscellaneous coastal fishes,other marine percoidids,,,,,,,,,,,,,,,,,,,,,800,800,900,1700,1700,1141,1083,1949,3647,2447,1868,1832,1280,1386,2205,3063,3123,3373,3678,3251,2177,2419,2016,1956,2490,3785,2901,2594,2156,1746,2012,2446,3934,3869,6948,8718,8620,9399,1993,2394,1193,870,1442,1451,1583,1249
Thailand,Ind-E,Dorab wolf-herring,"Indian Ocean, Eastern",THA,DOB,35,"Herrings, sardines, anchovies",forage fish,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,230,1068,1173,1615,1159,1236,731,946,607,491,668,1006,809,1131,2336,3268,2214,3124,3794,6090,7551,7744,7648,8451,6715,6663,7864,6258,6707,5082,4806,4099,2459,2525,2396,1955,2180,810,731,1248
Thailand,Ind-E,Mullets nei,"Indian Ocean, Eastern",THA,MUL,33,Miscellaneous coastal fishes,other marine fish,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,6,365,1512,792,638,568,1630,1814,1385,1625,1079,1103,1607,1642,1251,956,831,737,1125,793,1135,1322,1644,2798,5268,4827,4132,4065,1881,1624,1718,2275,2967,4399,4120,2869,2940,1863,1243,1198
Thailand,Ind-E,Metapenaeus shrimps nei,"Indian Ocean, Eastern",THA,MET,45,"Shrimps, prawns",shrimps,,,,,,,,,,,,,,,,,,,,,100,100,100,100,200,596,9963,3299,1857,1528,1,1124,413,504,739,815,1217,1167,1237,1275,1242,2255,1400,1386,1634,3978,3587,3613,2726,2559,1162,2011,1720,3060,3207,3783,4333,2968,2225,2467,3284,2442,1918,952,728,1170
Thailand,Ind-E,Marine crabs nei,"Indian Ocean, Eastern",THA,CRA,42,"Crabs, sea-spiders",crabs-lobsters,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,8,0,15,37,117,11,192,0,114,530,1048,3362,2839,2803,2475,3242,5680,5885,5812,6947,6528,7048,8011,7538,6288,4142,3564,3145,3012,3429,4321,1790,1662,938,732,1033
Thailand,Ind-E,"Groupers, seabasses nei","Indian Ocean, Eastern",THA,BSX,33,Miscellaneous coastal fishes,other marine percoidids,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,3778,3502,3295,4290,2585,2592,2516,4104,3133,3776,3480,3228,3024,1966,1977,2690,1804,1356,1245,947,1032
Thailand,Ind-E,Seerfishes nei,"Indian Ocean, Eastern",THA,KGX,36,"Tunas, bonitos, billfishes",carangids-mackerels,,,,,,,,,,,,,,,,,,,,,306,531,396,757,288,327,1532,2071,1305,2113,2018,2482,1887,1892,1219,1951,2283,2833,1939,2503,2967,2848,3911,4125,3077,4770,3835,3651,3580,4814,4213,4861,6275,6343,6429,7114,8121,6509,4752,4333,2145,2227,2439,1174,1044,1017
Thailand,Ind-E,Sillago-whitings,"Indian Ocean, Eastern",THA,WHS,33,Miscellaneous coastal fishes,other marine percoidids,,,,,,,,,,,,,,,,,,,,,0,0,0,100,200,421,139,476,805,440,373,504,149,247,293,884,1006,846,1048,959,1382,1360,1228,1444,1593,2781,2532,3144,3345,6240,5659,7057,8755,10792,7758,8219,9696,6457,2037,1858,1357,1881,1465,1042,980,987
Thailand,Ind-E,Frigate and bullet tunas,"Indian Ocean, Eastern",THA,FRZ,36,"Tunas, bonitos, billfishes",tuna-billfish,,,,,,,,,,,,,,,,,,,,,195,483,455,729,522,1240,773,684,889,110,36,185,1321,492,729,1698,800,7471,1588,1180,1000,1000,1360,1220,989,1471,1208,1137,1122,419,1034,1018,814,1160,1159,1593,1470,1149,1267,1303,1108,1633,962,770,923,924
Thailand,Pac-WC,Indo-Pacific swamp crab,"Pacific, Western Central",THA,MUD,42,"Crabs, sea-spiders",crabs-lobsters,,,,,,,,,,,,,,,,,,,,,3200,3500,2800,2500,3600,4435,3092,3618,2381,2210,2057,2433,2695,2248,2368,2580,2810,3101,2523,2904,2328,3129,2434,2972,2541,2268,1716,1610,1848,3763,3426,2955,703,596,2051,1297,4327,1936,1205,1063,1044,1084,2185,921,657,921
Thailand,Pac-WC,Flathead lobster,"Pacific, Western Central",THA,THQ,43,"Lobsters, spiny-rock lobsters",crabs-lobsters,,,,,,,,,,,,,,,,,,,,,1500,1600,1500,1100,1400,1624,1529,2583,2302,1768,890,1405,1027,645,1016,1239,1271,1715,1321,1062,1192,1190,931,1236,861,1730,2716,2785,3005,1760,2289,1797,2035,2474,2179,1837,1619,1457,908,664,716,1032,1161,766,608,774
Thailand,Ind-E,"Rays, stingrays, mantas nei","Indian Ocean, Eastern",THA,SRX,38,"Sharks, rays, chimaeras",elasmobranchs,800,800,800,800,900,600,600,1200,1000,1100,1600,1500,1700,1900,2100,4400,4700,1700,2500,3800,2400,2600,3200,1600,3800,2682,3483,2132,1107,1387,1434,1612,1833,1841,1435,1397,1927,1708,1631,1556,2432,3237,1908,2099,2370,3520,5075,5238,4185,4688,4844,5085,5256,4394,6454,7858,5209,4002,3173,3039,2122,1388,1339,405,412,728
Thailand,Ind-E,Indo-Pacific swamp crab,"Indian Ocean, Eastern",THA,MUD,42,"Crabs, sea-spiders",crabs-lobsters,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,17,627,3865,1949,2494,2089,1950,1137,1866,1726,1578,1750,1914,2061,1854,1797,2296,1816,3653,3508,2527,2421,1884,1973,3495,2462,3120,663,808,447,2691,1410,539,919,1086,1502,720,1231,976,716
Thailand,Ind-E,Monocle breams,"Indian Ocean, Eastern",THA,MOB,33,Miscellaneous coastal fishes,other marine percoidids,,,,,,,,,,,,,,,,,,,,,0,0,0,200,500,361,0,1031,32,186,196,181,673,261,749,375,420,678,258,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,693,791,507,830,709
Thailand,Ind-E,Sea catfishes nei,"Indian Ocean, Eastern",THA,CAX,33,Miscellaneous coastal fishes,other marine fish,,,,,,,,,,,,,,,,,,,,,1000,1000,1000,1900,2200,1875,4057,3472,288,371,551,1197,328,606,523,322,98,33,55,64,69,85,91,952,60,58,2004,1924,4207,4250,2033,4642,5751,6470,6378,2748,2580,1591,2269,1873,1125,1245,1313,194,387,642
Thailand,Ind-E,Tonguefishes,"Indian Ocean, Eastern",THA,TOX,31,"Flounders, halibuts, soles",pleuronectids,,,,,,,,,,,,,,,,,,,,,0,0,0,0,200,122,737,2238,1674,1797,850,860,610,1154,1021,1098,1214,957,936,1226,2155,3233,3199,3203,3164,4383,8162,8313,9292,9011,8802,9776,11998,6775,6621,3276,3687,3526,2357,2273,1666,781,793,571,534,633
Thailand,Pac-WC,Stomatopods nei,"Pacific, Western Central",THA,SVX,47,Miscellaneous marine crustaceans,other invertebrates,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,176,457,750,866,1634,1474,1856,1994,1638,1526,1014,845,505,534,236,271,910,717,612
Thailand,Ind-E,Flathead lobster,"Indian Ocean, Eastern",THA,THQ,43,"Lobsters, spiny-rock lobsters",crabs-lobsters,,,,,,,,,,,,,,,,,,,,,0,0,0,100,100,31,46,175,181,172,78,150,101,49,109,114,131,89,30,90,138,81,134,199,225,335,299,177,533,37,23,58,282,629,588,503,620,414,97,150,267,96,124,1066,381,501
Thailand,Pac-WC,Scallops nei,"Pacific, Western Central",THA,SCX,55,"Scallops, pectens",bivalves-gastropods,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,588,547,503,1182,550,259,234,124,180,156,286,272,237,171,132,268,271,421,319,718,486
Thailand,Pac-WC,Blood cockle,"Pacific, Western Central",THA,BLC,56,"Clams, cockles, arkshells",bivalves-gastropods,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,1750,948,1248,1174,2427,2523,1966,1417,1204,1219,1416,1464,1459,1940,1565,582,482
Thailand,Pac-WC,Silver pomfret,"Pacific, Western Central",THA,SIP,37,Miscellaneous pelagic fishes,other marine fish,,,,,,,,,,,,,,,,,,,,,500,500,500,1500,1200,1426,474,1488,699,275,258,137,406,487,378,313,408,521,853,321,338,291,1281,1223,1515,515,588,521,153,96,272,299,621,955,596,542,670,2587,457,476,271,149,577,549,386,480
Thailand,Pac-WC,Giant tiger prawn,"Pacific, Western Central",THA,GIT,45,"Shrimps, prawns",shrimps,,,,,,,,,,,,,,,,,,,,,300,300,200,1000,300,373,36,393,452,559,178,73,90,93,85,158,,153,,,,,,,488,373,572,631,341,1043,1580,989,660,580,1666,1999,2013,1682,2116,1739,1366,582,612,392,549,451
Thailand,Pac-WC,"Threadfins, tasselfishes nei","Pacific, Western Central",THA,THF,33,Miscellaneous coastal fishes,other marine percoidids,,,,,,,,,,,,,,,,,,,,,1500,1500,1700,1700,2300,4412,1375,1257,9094,939,925,901,1326,1526,1716,1766,1228,1058,1493,1707,1635,946,1134,2365,2132,1010,1106,1041,1196,404,358,306,644,400,511,524,837,443,240,238,858,792,952,1206,702,434
Thailand,Ind-E,Green tiger prawn,"Indian Ocean, Eastern",THA,TIP,45,"Shrimps, prawns",shrimps,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,260,616,1211,2120,3036,655,698,447,798,747,626,751,640,737,740,467,665,441,673,760,1909,2427,2449,2180,2212,1584,1404,702,798,805,967,841,665,771,634,907,1158,790,206,247,412
Thailand,Ind-E,"Sharks, rays, skates, etc. nei","Indian Ocean, Eastern",THA,SKX,38,"Sharks, rays, chimaeras",elasmobranchs,,,,,,,,,,,,,,,100,200,100,1000,1600,2400,1400,1600,3100,700,1400,1040,1163,1334,985,1430,1110,1502,1560,901,631,373,626,750,408,500,961,1342,632,577,879,2501,4615,4623,4431,3816,3906,4361,4800,3917,4287,3836,2506,2042,1112,1229,627,575,703,292,157,377
Thailand,Ind-E,Daggertooth pike conger,"Indian Ocean, Eastern",THA,DPC,34,Miscellaneous demersal fishes,other marine fish,,,,,,,,,,,,,,,,,,,,,0,0,0,300,900,1237,1100,1554,1338,1966,515,641,116,60,134,60,391,153,147,296,396,1152,1508,1034,789,1321,694,734,465,1178,551,929,939,1011,919,1143,966,868,709,937,832,507,449,344,324,372
Thailand,Ind-E,Blackbanded trevally,"Indian Ocean, Eastern",THA,RNJ,37,Miscellaneous pelagic fishes,carangids-mackerels,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373,2882,3666,3564,2954,2700,2227,1970,2852,2171,2936,1795,2425,1653,1394,1483,541,548,759,213,101,358
Thailand,Ind-E,Giant tiger prawn,"Indian Ocean, Eastern",THA,GIT,45,"Shrimps, prawns",shrimps,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,58,110,98,257,52,168,49,353,267,199,282,142,393,394,348,331,396,536,153,799,1993,1837,871,1209,693,725,1205,2297,570,1103,1329,996,1021,871,682,841,817,135,73,334
Thailand,Ind-E,Indian halibut,"Indian Ocean, Eastern",THA,HAI,31,"Flounders, halibuts, soles",pleuronectids,,,,,,,,,,,,,,,,,,,,,0,0,0,0,100,73,334,1473,744,493,246,318,226,154,219,448,581,274,226,209,421,378,262,914,2689,2741,5926,6110,1612,518,330,397,414,1405,1303,2535,2761,1766,1220,1257,716,573,731,124,126,327
Thailand,Ind-E,Aquatic invertebrates nei,"Indian Ocean, Eastern",THA,INV,77,Miscellaneous aquatic invertebrates,other invertebrates,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,36,55,101,84,98,22,47,33,12,27,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,314,190,1136,287,306
Thailand,Pac-WC,Eeltail catfishes,"Pacific, Western Central",THA,CAE,33,Miscellaneous coastal fishes,other marine fish,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839,565,767,647,1093,556,1244,1084,1029,148,209,159,176,137,103,216,316,340,415,390,416,291
Thailand,Ind-E,Black pomfret,"Indian Ocean, Eastern",THA,POB,37,Miscellaneous pelagic fishes,carangids-mackerels,,,,,,,,,,,,,,,,,,,,,0,0,0,100,100,150,334,720,571,1482,547,480,268,563,310,399,208,356,333,439,920,1076,1275,1181,1957,2080,2900,2981,1013,1219,769,399,455,922,922,1073,934,832,907,849,582,393,626,152,91,289
Thailand,Pac-WC,Western king prawn,"Pacific, Western Central",THA,WKP,45,"Shrimps, prawns",shrimps,,,,,,,,,,,,,,,,,,,,,500,600,600,1400,1200,1074,1241,1420,2007,1923,1926,1740,1237,1469,1264,1242,1455,1524,1409,1521,1364,1271,1624,1399,1304,1486,1600,1838,1775,2546,2993,2353,2616,1884,2081,1965,2023,1940,1503,1448,877,400,790,608,303,251
Thailand,Ind-E,Silver pomfret,"Indian Ocean, Eastern",THA,SIP,37,Miscellaneous pelagic fishes,other marine fish,,,,,,,,,,,,,,,,,,,,,300,400,400,1800,900,846,748,872,801,1093,287,230,202,394,200,740,373,175,205,373,592,843,372,434,1036,1371,1100,1096,225,299,135,135,97,386,409,879,911,586,685,802,496,456,604,107,70,240
Thailand,Ind-E,Bigeye tuna,"Indian Ocean, Eastern",THA,BET,36,"Tunas, bonitos, billfishes",tuna-billfish,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,154,9,65,33,31,83,342,36,153,172,67,107,225,271,207
Thailand,Pac-WC,Green tiger prawn,"Pacific, Western Central",THA,TIP,45,"Shrimps, prawns",shrimps,,,,,,,,,,,,,,,,,,,,,1500,1600,1600,3000,2500,2211,1291,2742,1124,1543,1586,1159,1038,872,702,667,424,439,386,308,312,315,325,323,642,711,1042,1068,839,609,714,611,911,1591,1751,2065,2028,1718,1929,1427,908,346,256,154,230,204
Thailand,Ind-W,Bigeye tuna,"Indian Ocean, Western",THA,BET,36,"Tunas, bonitos, billfishes",tuna-billfish,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,31,78,1710,4103,1521,2332,2309,171,182,341,224,101,197
Thailand,Ind-E,Western king prawn,"Indian Ocean, Eastern",THA,WKP,45,"Shrimps, prawns",shrimps,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,164,85,94,0,81,60,383,277,133,239,239,167,203,182,358,357,739,385,1475,1674,1724,1501,1518,407,351,694,1711,1353,1865,1817,1769,1412,1100,792,787,522,0,17,180
Thailand,Pac-WC,Barramundi(=Giant seaperch),"Pacific, Western Central",THA,GIP,25,Miscellaneous diadromous fishes,other marine percoidids,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,14,421,38,42,55,742,378,426,68,37,40,46,35,7,18,8,7,8,77,173,162
Thailand,Ind-E,Eeltail catfishes,"Indian Ocean, Eastern",THA,CAE,33,Miscellaneous coastal fishes,other marine fish,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,58,74,116,108,75,67,62,42,158,48,173,101,179,59,118,123,207,85,215,194,160
Thailand,Ind-E,Yellowfin tuna,"Indian Ocean, Eastern",THA,YFT,36,"Tunas, bonitos, billfishes",tuna-billfish,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,242,63,66,3,0,86,278,60,72,1006,15,,57,124,109
Thailand,Ind-W,Yellowfin tuna,"Indian Ocean, Western",THA,YFT,36,"Tunas, bonitos, billfishes",tuna-billfish,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,6,2,148,2348,2508,1083,1023,1117,346,77,82,57,187,107
Thailand,Ind-E,"Threadfins, tasselfishes nei","Indian Ocean, Eastern",THA,THF,33,Miscellaneous coastal fishes,other marine percoidids,,,,,,,,,,,,,,,,,,,,,300,500,500,900,1500,487,40,31,15,3,34,272,103,177,122,28,501,230,580,568,561,1353,754,788,3811,1194,444,38,109,28,29,27,31,378,99,694,185,117,51,67,51,77,57,49,77,84
Thailand,Ind-W,Swordfish,"Indian Ocean, Western",THA,SWO,36,"Tunas, bonitos, billfishes",tuna-billfish,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,17,4,0,6,59,55,81,13,25,57,78,66
Thailand,Ind-W,Albacore,"Indian Ocean, Western",THA,ALB,36,"Tunas, bonitos, billfishes",tuna-billfish,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,166,122,380,115,23,24,263,10,3,2,416,65
Thailand,Ind-W,"Sharks, rays, skates, etc. nei","Indian Ocean, Western",THA,SKX,38,"Sharks, rays, chimaeras",elasmobranchs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,,56,58
Thailand,Ind-E,Barramundi(=Giant seaperch),"Indian Ocean, Eastern",THA,GIP,25,Miscellaneous diadromous fishes,other marine percoidids,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2688,46,168,131,1007,30,91,119,130,122,149,28,367,71,47,60,23,40,67,30,35,57
Thailand,Ind-E,Marine molluscs nei,"Indian Ocean, Eastern",THA,MOL,58,Miscellaneous marine molluscs,bivalves-gastropods,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,572,126,2313,439,1751,1539,2199,5515,7072,2824,2080,,15,26,13,0,5,0,0,27,25,12,46,0,9,44,0,68,1,1,0,2,19,11,11,142,57
Thailand,Ind-E,Sergestid shrimps nei,"Indian Ocean, Eastern",THA,SHS,45,"Shrimps, prawns",shrimps,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2924,3153,2838,2789,4889,3200,3245,3390,3139,3147,3017,3004,2763,3232,2654,2455,4194,3740,2388,1057,1279,659,632,865,690,585,1154,95,63,153,2060,1711,145,93,51,64,49
Thailand,Ind-E,Stomatopods nei,"Indian Ocean, Eastern",THA,SVX,47,Miscellaneous marine crustaceans,other invertebrates,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116,9,243,811,661,654,375,227,139,1,11,116,8,5,38,97,46
Thailand,Ind-E,Albacore,"Indian Ocean, Eastern",THA,ALB,36,"Tunas, bonitos, billfishes",tuna-billfish,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,47,29,21,14,0,0,0,0,2,0,2,14,37
Thailand,Ind-W,Black marlin,"Indian Ocean, Western",THA,BLM,36,"Tunas, bonitos, billfishes",tuna-billfish,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,4,1,0,2,0,0,0,0,0,0,18,23
