Country (Country),FAO area,id,Fishing area (FAO major fishing area),ISO3,3A,ISSCAAP,ISSCAAP species group,taxgroup,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Malaysia,Pac-WC,Indian scad,"Pacific, Western Central",MYS,RUS,37,Miscellaneous pelagic fishes,carangids-mackerels,6000,5500,4400,3900,3900,3900,4400,4400,5000,5500,5500,7200,7200,8300,8500,6100,7300,4800,3800,4000,3300,4020,6710,7760,11252,8865,9030,11789,13022,13782,12242,15968,5115,10400,17390,22470,16056,40692,26776,29020,35986,46557,37676,54215,51662,45231,50985,64231,40237,61737,79086,71583,74827,56811,43814,54619,65826,55492,59457,64187,51458,55073,79988,84333,72848,84309
Malaysia,Ind-E,Indian scad,"Indian Ocean, Eastern",MYS,RUS,37,Miscellaneous pelagic fishes,carangids-mackerels,5000,4500,3600,3100,3100,3100,3600,3600,4000,4500,4500,5800,5800,6700,6900,4900,6000,4000,3100,3200,2700,3280,5490,6340,9196,7246,7381,9636,10644,6600,7460,8194,10111,12361,12577,5466,7326,13612,10882,13609,15558,6641,6969,10507,9979,10392,8748,6953,13189,8423,5117,5811,15474,22287,23477,26331,33311,34466,37492,27829,31344,21765,22801,23442,29796,32846
Malaysia,Ind-E,Indo-Pacific sailfish,"Indian Ocean, Eastern",MYS,SFA,36,"Tunas, bonitos, billfishes",tuna-billfish,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,134,48,81,162,68,38,1,,,,
Malaysia,Pac-WC,Indo-Pacific tarpon,"Pacific, Western Central",MYS,TAI,33,Miscellaneous coastal fishes,other marine fish,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,224,158,80,155,55,42,142,33,53,158,92,90,126,93,510,325,197,102,92,51,129,124,302,294,192,512,62,107,612,288,315,316,347
Malaysia,Ind-E,Indo-Pacific tarpon,"Indian Ocean, Eastern",MYS,TAI,33,Miscellaneous coastal fishes,other marine fish,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,22,4,6,4,0,2,1,7,8,7,6,4,13,29,31,12,11,6,15,24,34,36,21,29,30,19,32,19,27,33
Malaysia,Pac-WC,Jellyfishes nei,"Pacific, Western Central",MYS,JEL,77,Miscellaneous aquatic invertebrates,other invertebrates,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,5742,14694,17681,12981,14617,22314,19686,11192,12615,8962,12324,14292,10128,7487,17079,50998,11169,2627,3110,3932,4041,3667,3115,3853,4228,3479,4658,3442,4907,3353,11595,11416,4587,15651
Malaysia,Ind-E,Jellyfishes nei,"Indian Ocean, Eastern",MYS,JEL,77,Miscellaneous aquatic invertebrates,other invertebrates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1323,5012,4021,319,16,1236,3423,7509,30844,6916,3131,3299,2001,10,205,2823,2813,633,4555,5926,6367,2607,2196,926,1432,681,589,481,571,342,385,385,329,739,1660
Malaysia,Pac-WC,Kawakawa,"Pacific, Western Central",MYS,KAW,36,"Tunas, bonitos, billfishes",tuna-billfish,1200,800,800,800,800,800,800,800,800,800,1200,1200,1100,1100,2100,2500,3400,4500,3700,2800,4140,3820,4950,4060,6617,8091,6342,11626,11501,7824,7303,22870,15541,19121,19384,20105,18049,19528,21606,13457,13186,23006,26809,30520,22881,24948,29810,44201,43126,51665,51005,47133,49149,12256,6202,8003,13578,10897,19383,15717,14004,12518,16453,17947,22890,15806
Malaysia,Ind-E,Kawakawa,"Indian Ocean, Eastern",MYS,KAW,36,"Tunas, bonitos, billfishes",tuna-billfish,300,200,200,200,200,200,200,200,200,200,300,300,300,200,500,600,800,1000,800,600,960,880,1150,940,1528,1869,1465,2685,2657,2019,4700,2632,1841,2916,3763,5910,5543,6719,5035,3666,1849,1883,2845,1754,867,1004,1504,1395,1796,1394,1491,1002,1304,818,3933,2863,6361,3487,2580,5160,5598,8409,10479,7259,6643,8189
Malaysia,Ind-E,Largehead hairtail,"Indian Ocean, Eastern",MYS,LHT,34,Miscellaneous demersal fishes,other marine fish,200,200,200,200,200,200,200,200,200,200,200,300,300,400,300,300,300,300,400,600,590,490,590,880,1325,1578,2232,1926,1540,1382,2592,1499,891,835,1549,2831,2327,3084,5066,2087,1598,1961,6243,4123,2713,2653,2524,3372,14038,5995,1957,1681,1617,2315,3825,4410,4260,5686,4934,4523,4565,2837,4282,4139,9248,9483
Malaysia,Pac-WC,Largehead hairtail,"Pacific, Western Central",MYS,LHT,34,Miscellaneous demersal fishes,other marine fish,300,300,300,300,300,300,300,300,300,300,300,300,400,500,400,400,400,400,400,600,610,510,610,920,1381,1645,2328,2009,1606,1041,1753,2764,1024,845,1387,1247,1440,1291,1510,978,1677,2036,2983,3313,3443,3594,3844,7901,9913,12014,9617,8030,3806,4144,5133,4925,5325,6066,5122,4634,5067,5264,6179,5947,8204,7780
Malaysia,Ind-E,Lizardfishes nei,"Indian Ocean, Eastern",MYS,LIX,33,Miscellaneous coastal fishes,other marine fish,,,,,,,,,,,,,,,,,,,,,530,180,360,620,1232,1591,1155,3366,5223,1991,1325,1180,1679,1455,1082,1374,1724,3268,2605,2849,3826,4143,3702,4521,5358,5835,7010,9218,8155,7468,9492,9997,11346,10379,12110,11230,11102,11985,10430,12049,15037,15491,21867,24063,27371,27047
Malaysia,Pac-WC,Lizardfishes nei,"Pacific, Western Central",MYS,LIX,33,Miscellaneous coastal fishes,other marine fish,,,,,,,,,,,,,,,,,,,,,70,20,40,80,149,193,140,408,633,208,191,100,255,197,585,431,988,1243,800,627,798,1331,2084,2437,2849,3018,5039,5272,6269,7582,8075,7627,7858,7285,9808,9028,13395,16108,12766,13709,11961,9879,11302,12863,12686,16513
Malaysia,Pac-WC,Longtail tuna,"Pacific, Western Central",MYS,LOT,36,"Tunas, bonitos, billfishes",tuna-billfish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28570,23084,21616,22640,20215,27801,13805,15165,14362,16035,19626,17479,23924
Malaysia,Ind-E,Longtail tuna,"Indian Ocean, Eastern",MYS,LOT,36,"Tunas, bonitos, billfishes",tuna-billfish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2638,3018,5131,3573,2006,2652,4573,4935,7480,6963,9142,7809,13637,12599,8247,8834,10601,15749,13692,13764,14548,13122,13260,10376,7372,5323
Malaysia,Pac-WC,Mackerels nei,"Pacific, Western Central",MYS,MAX,37,Miscellaneous pelagic fishes,carangids-mackerels,2500,2500,2000,2000,2000,2000,2000,2000,2000,2500,2000,2000,1200,2000,2100,2000,1500,1500,1600,1500,1700,1700,1700,2000,2000,2200,2000,7455,11000,6500,6000,7000,9135,9795,5141,5195,5494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,Pac-WC,Mangrove red snapper,"Pacific, Western Central",MYS,RES,33,Miscellaneous coastal fishes,other marine percoidids,100,100,100,0,0,0,0,0,0,100,100,100,100,100,200,300,200,200,200,200,100,100,140,150,122,132,99,145,207,0,0,0,2554,2498,3886,3655,5889,3653,4879,4616,4324,10308,12678,10163,8629,10522,10824,10190,4935,12319,10650,10436,10635,10499,12420,9163,9115,9114,8288,8102,7388,8549,8750,10583,10156,8241
Malaysia,Ind-E,Mangrove red snapper,"Indian Ocean, Eastern",MYS,RES,33,Miscellaneous coastal fishes,other marine percoidids,400,200,200,200,200,200,200,200,200,200,200,200,400,400,800,1200,1000,900,800,700,500,500,660,750,585,632,476,698,996,4316,2431,1921,2528,4377,2220,2394,3387,2672,3005,2080,2176,1622,1267,1110,901,659,662,658,1227,615,789,608,627,732,772,736,719,794,687,1083,924,1078,972,954,711,1247
Malaysia,Pac-WC,Marine crabs nei,"Pacific, Western Central",MYS,CRA,42,"Crabs, sea-spiders",crabs-lobsters,,,,,,,,,,,,200,400,300,300,400,500,600,500,700,540,420,370,600,583,823,1055,1149,1232,1300,943,1099,673,1125,403,544,1028,1298,1946,3761,4288,3286,4414,5424,6210,6416,5596,5938,8564,8566,7534,7864,7232,8373,8770,7696,6466,6423,6383,5651,6899,7601,7012,7609,7867,8279
Malaysia,Ind-E,Marine crabs nei,"Indian Ocean, Eastern",MYS,CRA,42,"Crabs, sea-spiders",crabs-lobsters,,,,,,,,,,,,800,1200,1100,1000,1100,1500,1700,1700,2000,1660,1280,1130,1800,1776,2503,3209,3498,3749,2828,2818,2903,4506,4446,4419,4254,4914,3156,2989,3652,3505,3231,3892,3703,3372,3781,3406,3793,5679,5864,5105,4434,4003,4193,4307,3886,4793,5614,5747,6509,5605,5327,5263,6611,5622,5609
Malaysia,Pac-WC,Marine crustaceans nei,"Pacific, Western Central",MYS,CRU,47,Miscellaneous marine crustaceans,other invertebrates,400,400,500,500,500,500,500,500,400,400,500,500,1000,1000,1200,2300,4100,5000,5200,4600,4400,5200,5400,5600,5600,5400,5600,6600,8000,8500,7500,8500,9565,11645,14076,14287,15933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,Ind-E,Marine fishes nei,"Indian Ocean, Eastern",MYS,MZZ,39,Marine fishes not identified,other marine fish,20400,20400,27300,23800,20400,20400,20400,19800,21100,20400,27200,35000,35500,42200,28000,33000,36800,50000,49700,44500,49060,62760,67320,92670,121176,118378,124955,153540,140089,121137,121319,130048,133611,142215,121241,137585,163341,198827,155494,189993,208320,155685,161053,166407,163378,174577,177998,174540,206774,183380,205960,197654,211877,213405,222634,196956,234438,230907,228196,206385,217618,187994,179764,169102,160391,159059
Malaysia,Pac-WC,Marine fishes nei,"Pacific, Western Central",MYS,MZZ,39,Marine fishes not identified,other marine fish,9600,9600,12700,11200,9600,9600,9600,9200,9900,9600,12900,16000,16500,19000,13000,13400,16000,22000,23000,20400,22940,29340,31480,43330,56656,55348,58423,71787,65499,66565,54609,65413,49989,46440,38373,42048,46516,95904,80154,122466,149220,156258,148016,166241,195030,193020,174941,157279,176145,190892,205348,215813,233783,232205,218965,244005,194044,212031,174435,161365,174702,154448,175111,155249,146142,137527
Malaysia,Pac-WC,Marine molluscs nei,"Pacific, Western Central",MYS,MOL,58,Miscellaneous marine molluscs,bivalves-gastropods,200,200,300,300,300,300,300,300,300,200,400,400,500,400,400,400,400,400,400,400,400,500,400,500,500,500,500,579,1600,1000,100,503,574,471,1620,411,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,Pac-WC,"Marlins,sailfishes,etc. nei","Pacific, Western Central",MYS,BIL,36,"Tunas, bonitos, billfishes",tuna-billfish,0,0,0,0,,,,,,,,0,0,0,0,0,100,100,0,0,0,90,90,180,269,18,86,205,168,590,579,881,438,516,156,261,309,41,147,133,659,379,598,469,230,450,274,357,324,2046,161,154,205,192,209,297,385,565,385,411,455,427,470,297,482,275
Malaysia,Ind-E,"Marlins,sailfishes,etc. nei","Indian Ocean, Eastern",MYS,BIL,36,"Tunas, bonitos, billfishes",tuna-billfish,,,,,,,,,,,,,,,,,,,,,0,10,10,20,36,2,12,27,23,45,70,49,82,131,90,180,128,0,0,0,0,1,0,0,3,3,0,5,0,0,0,0,14,40,21,126,102,146,138,69,183,18,23,31,25,22
Malaysia,Pac-WC,Mojarras(=Silver-biddies) nei,"Pacific, Western Central",MYS,MOJ,33,Miscellaneous coastal fishes,other marine percoidids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152,,,,1071,771,868,709,846,864,1443,1186
Malaysia,Ind-E,Mojarras(=Silver-biddies) nei,"Indian Ocean, Eastern",MYS,MOJ,33,Miscellaneous coastal fishes,other marine percoidids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,105,152,114,163,115,58,63,80
Malaysia,Pac-WC,Monocle breams,"Pacific, Western Central",MYS,MOB,33,Miscellaneous coastal fishes,other marine percoidids,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,217,260,174,126,210,255,1315,690,1139,614,1007,952,1110,1263,1243,949,827,940,1615,1554,1321,2269,2113,2363,2008,1864,1718,1889,1941,1778,2181,1692,1389,1480
Malaysia,Ind-E,Monocle breams,"Indian Ocean, Eastern",MYS,MOB,33,Miscellaneous coastal fishes,other marine percoidids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,47,166,68,24,19,37,16,21,3,0,2,1,1,2,96,86,88,121,7,95,7,4,6,178,235,71,9,34,14,16,2
Malaysia,Ind-E,Mullets nei,"Indian Ocean, Eastern",MYS,MUL,33,Miscellaneous coastal fishes,other marine fish,2700,2700,900,900,900,900,900,900,1300,1800,1800,1800,1800,2200,2400,1900,1700,1500,1600,2700,1690,1330,620,350,498,422,555,485,924,1366,2765,4110,4830,3684,3258,5667,6249,1928,1830,1675,2070,1663,1391,1481,1594,3124,3388,2420,3279,2705,3905,2669,1863,1491,1534,623,689,1301,1033,1375,1340,1351,1726,1863,2556,3397
Malaysia,Pac-WC,Mullets nei,"Pacific, Western Central",MYS,MUL,33,Miscellaneous coastal fishes,other marine fish,300,300,100,100,100,100,100,100,200,200,200,200,200,300,300,200,200,200,200,300,210,170,80,50,63,53,70,61,117,531,475,186,160,92,56,292,302,44,277,641,55,1306,1837,1617,2839,2087,1942,2130,2348,2157,1444,1334,1380,1307,1386,1675,1516,2159,1787,2064,2095,2238,2261,3051,2351,2357
Malaysia,Ind-E,Natantian decapods nei,"Indian Ocean, Eastern",MYS,DCP,45,"Shrimps, prawns",shrimps,10000,9800,10400,9800,9100,9100,9100,9100,9400,9800,10400,11100,13900,13200,13400,14500,17000,22500,22900,30700,33780,40050,41440,45000,53630,32502,40390,44633,56954,52964,47961,42172,56458,54982,47529,57181,62639,52916,54047,73460,72123,53857,85642,55591,44007,43079,45517,47599,20826,41756,50237,39730,37887,39747,39169,22216,28506,33406,29316,38146,39002,48066,49278,46046,41522,48068
Malaysia,Pac-WC,Natantian decapods nei,"Pacific, Western Central",MYS,DCP,45,"Shrimps, prawns",shrimps,4300,4200,4600,4200,3900,3900,3900,3900,4100,4200,4600,4900,6100,5800,5900,6300,7400,9800,10000,13400,14720,17450,18060,19600,23370,14161,17597,19446,24814,23726,23687,25546,14528,14770,17424,16523,22893,20656,29561,33382,32269,32521,39614,29892,36872,32053,33893,28606,15069,32238,35291,29371,29573,25180,32006,25644,27189,24525,25238,22908,24211,24879,24872,25756,26417,23817
Malaysia,Ind-E,Needlefishes nei,"Indian Ocean, Eastern",MYS,NED,37,Miscellaneous pelagic fishes,forage fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,
Malaysia,Pac-WC,Needlefishes nei,"Pacific, Western Central",MYS,NED,37,Miscellaneous pelagic fishes,forage fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,
Malaysia,Pac-WC,"Octopuses, etc. nei","Pacific, Western Central",MYS,OCT,57,"Squids, cuttlefishes, octopuses",cephalopods,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,1,0,0,0,0,3,1,1386,65,276,374,361,351,536,326,345,354,785,777,676,597,569,603,926,911,1454,1423,1146,965,1066,918,988,1198,691
Malaysia,Ind-E,"Octopuses, etc. nei","Indian Ocean, Eastern",MYS,OCT,57,"Squids, cuttlefishes, octopuses",cephalopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,444,347,444,235,206,177,158,244,209,386,505,202,466,223,304,476,663,925,993,727,774,804,934,750,766,523,727,707,1057,1325,971,1026,1115,848,720,504
Malaysia,Ind-E,Pelagic percomorphs nei,"Indian Ocean, Eastern",MYS,PPX,37,Miscellaneous pelagic fishes,other marine fish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,50,50,50,50,55,62,62,146,117,97,154,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,Pac-WC,Pelagic percomorphs nei,"Pacific, Western Central",MYS,PPX,37,Miscellaneous pelagic fishes,other marine fish,2000,2000,1000,1000,1000,1000,1000,1000,1500,2000,1500,1000,1000,1500,2500,2900,3100,3200,3400,2800,2950,2750,2850,3050,3147,3546,3568,8361,6696,7826,7693,8452,6986,9795,10894,13118,13048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,Ind-E,Percoids nei,"Indian Ocean, Eastern",MYS,PRC,33,Miscellaneous coastal fishes,other marine percoidids,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,Pac-WC,Percoids nei,"Pacific, Western Central",MYS,PRC,33,Miscellaneous coastal fishes,other marine percoidids,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,100,100,0,0,0,140,189,36,44,88,106,5,0,279,330,469,314,288,0,0,0,0,0,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,Ind-E,Ponyfishes(=Slipmouths),"Indian Ocean, Eastern",MYS,POY,33,Miscellaneous coastal fishes,other marine percoidids,700,500,400,300,300,300,300,300,400,500,400,400,400,500,700,700,900,1000,1100,700,340,310,270,470,777,642,536,249,245,336,249,120,277,206,504,448,696,649,570,347,51,96,84,164,38,34,101,78,86,84,161,71,609,260,311,190,199,499,193,226,260,286,143,99,6448,5681
Malaysia,Pac-WC,Ponyfishes(=Slipmouths),"Pacific, Western Central",MYS,POY,33,Miscellaneous coastal fishes,other marine percoidids,4300,3500,2600,1700,1700,1700,1700,2200,2600,3500,2700,2600,2800,3500,4300,4900,5700,6900,7400,5000,2260,2090,1830,3130,5181,4280,3574,1660,1634,1251,1421,1871,1503,1997,2553,3128,2854,482,1224,1614,521,1402,1822,1754,1895,2250,2438,2284,3004,2965,2300,2214,1731,1438,1899,2343,1923,1698,1935,2486,2288,2058,1730,2602,2509,2963
Malaysia,Pac-WC,Queenfishes,"Pacific, Western Central",MYS,QUE,37,Miscellaneous pelagic fishes,carangids-mackerels,100,0,100,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,,,,,,,,,,,,,827,873,860,841,726,267,915,891,1505,1124,1763,1730,2701,3093,2851,2616,2912,3431,3087,3170,2236,2647,3118,2550,2690,2737,2690,1917,2660,2385,2349,3063,3334,3264
Malaysia,Ind-E,Queenfishes,"Indian Ocean, Eastern",MYS,QUE,37,Miscellaneous pelagic fishes,carangids-mackerels,400,200,200,100,100,100,100,100,100,200,200,300,300,300,400,300,700,400,200,200,,,,,,,,,,120,470,433,687,527,730,942,705,487,628,546,442,528,449,579,454,219,389,256,341,380,395,357,460,486,525,459,640,654,632,855,703,660,708,598,627,553
Malaysia,Pac-WC,Rainbow runner,"Pacific, Western Central",MYS,RRU,37,Miscellaneous pelagic fishes,carangids-mackerels,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,100,390,540,310,390,850,1222,1668,765,1147,358,990,1393,737,342,251,394,529,449,148,83,655,878,477,369,359,267,128,1484,322,836,119,120,32,43,192,367,272,484,805,608,784,727,1882,1009,851,1205
Malaysia,Ind-E,Rainbow runner,"Indian Ocean, Eastern",MYS,RRU,37,Miscellaneous pelagic fishes,carangids-mackerels,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,110,160,90,110,250,354,483,221,332,359,320,176,96,61,106,2,124,606,56,183,188,507,232,262,479,470,262,97,68,27,446,75,28,180,79,73,86,134,18,167,90,136,78,48,46,3
Malaysia,Pac-WC,"Rays, stingrays, mantas nei","Pacific, Western Central",MYS,SRX,38,"Sharks, rays, chimaeras",elasmobranchs,600,600,600,600,600,600,600,600,600,600,600,600,600,900,900,900,1300,1500,1500,1400,1640,1640,1400,1880,1919,2159,2929,4079,4135,3317,3757,4060,3112,2771,2522,2534,3707,5339,5391,5023,8548,6884,8101,8996,9355,11496,11387,11516,12189,12200,11184,11356,10883,14023,11729,12250,10079,8924,9729,10427,9597,9110,10322,11196,12654,9696
Malaysia,Ind-E,"Rays, stingrays, mantas nei","Indian Ocean, Eastern",MYS,SRX,38,"Sharks, rays, chimaeras",elasmobranchs,400,400,400,400,400,400,400,400,400,400,400,400,400,600,600,500,800,900,900,900,1060,1060,900,1220,1239,1394,1892,2635,2670,2663,2578,1669,2973,3333,3876,3794,4976,4672,6126,4391,4672,4601,5430,5608,4645,4211,4541,5766,3915,4833,5389,5176,5058,5230,5024,3679,4750,5157,5913,4663,4173,3911,5290,4578,4621,3212
Malaysia,Pac-WC,Sea catfishes nei,"Pacific, Western Central",MYS,CAX,33,Miscellaneous coastal fishes,other marine fish,1500,1300,1000,700,700,700,700,700,1100,1300,1500,1500,1500,1500,1800,1800,2300,3700,4200,4000,4560,3530,3450,4700,3128,3201,3371,3989,6596,6700,5917,6331,4290,3638,4870,5728,5840,4643,15366,5633,6306,7326,9530,10251,8995,9279,10080,9367,11094,10973,10008,9059,6653,6797,10148,7350,6636,6283,9223,10374,11987,11318,12435,15005,12603,14056
Malaysia,Ind-E,Sea catfishes nei,"Indian Ocean, Eastern",MYS,CAX,33,Miscellaneous coastal fishes,other marine fish,500,500,400,300,300,300,300,300,400,500,500,500,500,500,700,700,800,1300,1500,1400,1640,1270,1250,1700,1128,1154,1215,1439,2379,2177,1645,1801,2857,3454,3750,3499,4497,2621,3326,3749,3656,3404,3393,4285,4719,4543,5111,4232,4088,4368,4797,5017,4453,3575,3515,2866,4841,6374,5174,6078,7434,8514,9302,10212,10011,11099
Malaysia,Ind-E,Sea cucumbers nei,"Indian Ocean, Eastern",MYS,CUX,76,Sea-urchins and other echinoderms,echinoderms,,,,,,,,,,,,,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,20,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,Pac-WC,Sea cucumbers nei,"Pacific, Western Central",MYS,CUX,76,Sea-urchins and other echinoderms,echinoderms,,,,,,,,,,,0,0,0,100,100,200,200,200,100,100,90,90,90,90,90,90,90,90,180,300,300,168,430,435,367,1169,687,800,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,Pac-WC,Seerfishes nei,"Pacific, Western Central",MYS,KGX,36,"Tunas, bonitos, billfishes",carangids-mackerels,1700,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1700,1700,1700,3800,4700,5300,4300,4800,4600,5370,5370,5020,4320,5279,5713,5477,6969,7821,6911,9795,16455,9467,8137,7720,6343,9079,12128,6943,7984,6979,15691,22112,16424,11225,11858,11070,10082,11421,13774,11233,11647,10438,14790,12548,9258,10473,10216,11530,9010,12142,11717,10065,10839,10297,9488
Malaysia,Ind-E,Seerfishes nei,"Indian Ocean, Eastern",MYS,KGX,36,"Tunas, bonitos, billfishes",carangids-mackerels,800,600,600,600,600,600,600,600,600,600,600,800,800,800,1600,2100,2300,1900,2100,2000,2330,2330,2180,1880,2288,2476,2374,3021,3390,4304,3726,3796,7194,5626,3841,5156,7833,7623,4933,3813,4255,4608,5662,4394,4375,3043,3330,3652,4857,3473,4090,3259,4150,4115,3653,2814,3349,3028,2980,3035,4351,4743,4815,5937,6189,4508
Malaysia,Ind-E,Sergestid shrimps nei,"Indian Ocean, Eastern",MYS,SHS,45,"Shrimps, prawns",shrimps,,,,,,,,,,,,,,,0,0,0,0,0,700,130,130,60,130,363,595,219,93,227,6437,8611,8822,5453,10769,14858,12737,12357,9214,13009,,,12737,,17310,14654,12799,14057,13241,9684,7893,9094,7026,6362,6182,5032,3531,4708,11636,25774,26014,47306,30764,29978,26316,29514,32798
Malaysia,Pac-WC,Sergestid shrimps nei,"Pacific, Western Central",MYS,SHS,45,"Shrimps, prawns",shrimps,,,,,,,,,,,,,,,0,0,0,0,0,400,70,70,40,70,209,342,126,53,130,2523,3622,17947,2449,2531,6006,3182,2259,567,8969,708,,2552,1149,2968,5012,4855,6770,1999,1652,8587,1354,1341,2198,2088,2496,1397,1495,2162,681,3250,5460,5442,16194,9892,10168,10203
Malaysia,Pac-WC,"Sharks, rays, skates, etc. nei","Pacific, Western Central",MYS,SKX,38,"Sharks, rays, chimaeras",elasmobranchs,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1700,1900,1900,2400,2800,3000,3700,3900,3500,3100,3350,3200,3720,3940,4192,4118,5876,4253,5218,4290,3240,4798,3933,4443,5916,5737,5222,2960,3318,3249,3381,4900,6471,5600,6180,7613,7269,6721,6875,7407,6677,7558,7010,7701,7353,8437,6315,6595,6557,5820,5612,4846,5233,6499,6092,5262
Malaysia,Ind-E,"Sharks, rays, skates, etc. nei","Indian Ocean, Eastern",MYS,SKX,38,"Sharks, rays, chimaeras",elasmobranchs,300,300,300,300,300,300,300,300,300,300,300,300,300,400,400,300,600,700,600,500,550,500,680,760,854,828,1492,1257,1685,1591,1280,925,1147,683,1198,1263,1483,906,1359,1015,759,776,769,694,709,824,810,762,964,685,1271,1119,1216,994,947,728,1096,1088,789,1432,1239,1059,1303,1334,1331,2362
Malaysia,Pac-WC,Sillago-whitings,"Pacific, Western Central",MYS,WHS,33,Miscellaneous coastal fishes,other marine percoidids,,,,,,,,,,,,,,,,,,,,,0,0,0,0,452,435,524,687,468,956,270,1979,451,488,693,616,602,0,1812,889,962,748,746,798,873,906,996,633,1071,1084,956,782,694,776,1023,1247,1413,1376,1096,1008,1363,1919,1314,1121,950,2523
Malaysia,Ind-E,Sillago-whitings,"Indian Ocean, Eastern",MYS,WHS,33,Miscellaneous coastal fishes,other marine percoidids,,,,,,,,,,,,,,,,,,,,,,,,,246,237,286,374,255,84,280,276,435,624,548,459,530,302,215,349,773,781,1167,1178,1191,1042,899,1301,738,930,856,1275,913,1027,1343,961,1195,766,650,702,1135,1733,1099,949,1043,1273
Malaysia,Pac-WC,Silver grunt,"Pacific, Western Central",MYS,GRL,33,Miscellaneous coastal fishes,other marine percoidids,0,0,0,0,,,,,,,,,,,0,0,100,100,100,100,130,110,170,150,171,170,238,228,389,225,289,852,266,118,167,75,89,61,597,334,1044,537,693,756,1239,852,1019,617,2178,1687,919,1086,830,784,827,1371,1290,1129,1422,1576,2114,2069,2117,1811,2120,1659
Malaysia,Ind-E,Silver grunt,"Indian Ocean, Eastern",MYS,GRL,33,Miscellaneous coastal fishes,other marine percoidids,0,0,0,0,,,,,,,,,,,100,200,200,500,400,500,470,390,630,550,639,634,886,847,1449,1345,986,1293,1279,943,1064,955,1227,794,790,734,560,489,456,501,423,323,625,539,666,548,581,507,639,522,640,656,737,716,669,870,850,898,864,927,834,1566
