Country (Country),FAO area,id,Fishing area (FAO major fishing area),ISO3,3A,ISSCAAP,ISSCAAP species group,taxgroup,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Malaysia,Ind-E,Silver pomfret,"Indian Ocean, Eastern",MYS,SIP,37,Miscellaneous pelagic fishes,other marine fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2501,2924,2623,3006,3040,1487,1201,1400,1067,2067,1503,1324,1676,1864,1680,2303,2335,2335,2087,2205,2441,3549
Malaysia,Pac-WC,Silver pomfret,"Pacific, Western Central",MYS,SIP,37,Miscellaneous pelagic fishes,other marine fish,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,100,200,200,200,200,219,1403,909,423,289,708,431,507,473,422,545,511,795,,,,,,,,2717,2269,2397,2087,2361,2884,2330,2714,2633,790,800,1445,1298,2132,1628,1330,1819,1903,1774,1649,1532,2070
Malaysia,Pac-WC,Skipjack tuna,"Pacific, Western Central",MYS,SKJ,36,"Tunas, bonitos, billfishes",tuna-billfish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,329,4460,5145,6187,5520,9259,4689,5750
Malaysia,Ind-E,Skipjack tuna,"Indian Ocean, Eastern",MYS,SKJ,36,"Tunas, bonitos, billfishes",tuna-billfish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,6,,293,293,293,86,3,140,0,1
Malaysia,Pac-WC,Snappers nei,"Pacific, Western Central",MYS,SNA,33,Miscellaneous coastal fishes,other marine percoidids,3800,2900,2900,1900,1900,1900,1900,1900,2400,2900,2900,2900,2900,2900,4000,4300,4700,5000,5100,5900,6220,5550,5550,5450,3747,3388,2875,3397,3974,3658,4220,3220,1421,1407,794,1112,1174,1457,2450,1583,1794,1518,2721,2665,2598,2725,3120,3061,4245,4551,4031,3976,3647,3789,3995,4563,4176,3787,3624,3789,4155,3136,3293,4986,3904,3039
Malaysia,Ind-E,Snappers nei,"Indian Ocean, Eastern",MYS,SNA,33,Miscellaneous coastal fishes,other marine percoidids,200,100,100,100,100,100,100,100,100,100,100,100,100,100,200,200,200,200,200,300,280,250,250,250,170,154,130,154,180,84,162,115,185,81,93,194,258,436,494,248,508,446,181,286,234,138,127,149,241,115,239,356,284,249,291,303,411,346,244,597,405,398,276,186,243,277
Malaysia,Pac-WC,"Snappers, jobfishes nei","Pacific, Western Central",MYS,SNX,33,Miscellaneous coastal fishes,other marine percoidids,0,0,0,0,,,,,,,100,100,200,200,200,100,200,200,300,200,260,210,370,260,487,516,598,319,526,1317,906,1061,37,32,29,67,121,135,483,567,1276,2172,3023,2512,1258,3416,5149,4566,6004,7373,5082,4575,3731,3537,3586,2713,3125,3301,2605,4424,3932,3221,4477,5190,4789,3963
Malaysia,Ind-E,"Snappers, jobfishes nei","Indian Ocean, Eastern",MYS,SNX,33,Miscellaneous coastal fishes,other marine percoidids,0,0,0,0,,,,,,,0,0,100,100,100,100,200,200,200,100,240,190,330,240,437,463,536,287,471,486,239,141,182,458,548,354,617,501,743,656,521,446,488,474,426,320,189,128,81,414,147,196,312,459,485,816,770,822,612,1062,1038,1059,452,111,176,218
Malaysia,Pac-WC,Spinefeet(=Rabbitfishes) nei,"Pacific, Western Central",MYS,SPI,33,Miscellaneous coastal fishes,other marine fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855,1532,835,877,982,443,1117,1384,1571,1274,1503,1354,1090,1058,1071,1247,1227,1181,1284,1407,1683,1595,1454,1254,1695,1419,2013,1845,1879,1537,1758,2471,2532,2496
Malaysia,Ind-E,Spinefeet(=Rabbitfishes) nei,"Indian Ocean, Eastern",MYS,SPI,33,Miscellaneous coastal fishes,other marine fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,112,32,116,510,143,212,107,193,203,173,134,104,86,81,88,237,27,109,87,49,12,85,19,156,80,134,109,234,226,291,226,77,104
Malaysia,Pac-WC,Spotted sicklefish,"Pacific, Western Central",MYS,SPS,33,Miscellaneous coastal fishes,other marine percoidids,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,100,100,80,170,330,330,328,1020,600,249,290,247,141,111,90,177,125,97,110,229,670,133,755,230,388,525,516,619,824,560,486,785,625,663,730,1323,1022,981,1307,1226,1134,787,814,750,908,744,782,1108
Malaysia,Ind-E,Spotted sicklefish,"Indian Ocean, Eastern",MYS,SPS,33,Miscellaneous coastal fishes,other marine percoidids,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,20,30,70,70,68,212,125,52,60,79,34,10,19,70,147,69,437,303,269,94,92,158,87,67,33,17,51,23,30,58,53,26,59,125,143,146,155,169,173,247,257,271,364,442,400,536
Malaysia,Pac-WC,Stolephorus anchovies nei,"Pacific, Western Central",MYS,STO,35,"Herrings, sardines, anchovies",forage fish,1400,1400,1200,1100,1100,1100,1100,1100,1400,1400,1500,1400,1600,2300,3700,5400,6300,6800,7900,7700,3580,3600,2900,3640,2027,2028,2202,2387,2816,3092,2306,12505,2176,8724,3959,3114,6391,10519,6608,4336,6451,7309,10010,11983,10427,8860,10597,10291,10743,11623,11364,9842,8720,9985,8834,6897,9008,13861,10436,14221,11541,14174,14214,15890,19161,18139
Malaysia,Ind-E,Stolephorus anchovies nei,"Indian Ocean, Eastern",MYS,STO,35,"Herrings, sardines, anchovies",forage fish,7600,7600,6800,5900,5900,5900,6400,6400,7600,7600,8500,7600,9200,12900,9200,10700,13100,12700,17900,19300,20020,20100,16100,20360,11317,11324,12299,13329,15725,34112,28041,27329,35922,29830,24234,18124,18084,17175,25325,26223,25469,14891,28260,12802,11936,13703,13764,13481,14908,11422,11152,7881,14963,10334,14615,9990,10417,10114,9164,6514,7064,4911,5238,4753,5676,3954
Malaysia,Pac-WC,Swordfish,"Pacific, Western Central",MYS,SWO,36,"Tunas, bonitos, billfishes",tuna-billfish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,373,343,234,225,401,342,186,137
Malaysia,Ind-E,Swordfish,"Indian Ocean, Eastern",MYS,SWO,36,"Tunas, bonitos, billfishes",tuna-billfish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,12,162,132,217,142,182,99,51,21,22,93,104
Malaysia,Pac-WC,Threadfin breams nei,"Pacific, Western Central",MYS,THB,33,Miscellaneous coastal fishes,other marine percoidids,500,200,200,100,100,100,100,100,200,200,500,500,700,700,800,1300,1600,1700,1700,1300,1400,930,980,1630,1941,2290,2423,2836,4952,5441,4055,5097,5013,5853,4304,4526,8245,10913,22712,15684,15780,17001,19759,19875,19992,18032,19077,20733,29410,29507,23397,22019,23310,22710,25335,26379,26362,24427,26047,27259,27188,24300,27603,29859,26693,28601
Malaysia,Ind-E,Threadfin breams nei,"Indian Ocean, Eastern",MYS,THB,33,Miscellaneous coastal fishes,other marine percoidids,500,300,300,200,200,200,200,200,300,300,500,500,800,800,1000,1500,1900,1900,1900,1600,1600,1070,1120,1870,2237,2637,2792,3267,5704,5528,5320,5524,7146,5803,7600,5075,4788,9302,7765,8527,12231,10197,9240,10886,9271,13291,10457,9369,10917,10187,9113,6891,7209,7437,8167,9071,10392,11774,11608,12493,13210,19215,19323,15063,20776,18681
Malaysia,Ind-E,"Threadfins, tasselfishes nei","Indian Ocean, Eastern",MYS,THF,33,Miscellaneous coastal fishes,other marine percoidids,500,300,300,300,100,100,200,200,200,300,200,200,300,300,400,400,800,700,600,700,750,600,500,450,528,989,1085,1212,1380,781,977,1409,2011,2089,1400,1011,1177,734,866,804,857,954,1129,1272,1037,939,1270,1032,1507,928,1624,1951,1341,1492,1748,1484,1681,1651,1775,7296,6298,8391,6996,8292,8890,8609
Malaysia,Pac-WC,"Threadfins, tasselfishes nei","Pacific, Western Central",MYS,THF,33,Miscellaneous coastal fishes,other marine percoidids,500,300,200,200,200,200,300,300,300,300,300,300,200,200,300,400,700,700,600,600,750,600,500,450,528,989,1085,1211,1380,1463,1342,1282,1016,992,1172,1376,1506,374,1271,1753,5106,2090,2861,2810,3687,3268,3828,2669,3436,2983,2691,2377,1523,1656,2250,1771,1472,2216,2890,4010,4609,5015,4444,5100,6257,6666
Malaysia,Ind-E,Tonguefishes,"Indian Ocean, Eastern",MYS,TOX,31,"Flounders, halibuts, soles",pleuronectids,,,,,,,,,,,,,,,,,,,,,430,430,430,860,1386,1435,2871,3326,3102,2701,2615,2329,2750,1919,3044,3735,3519,3008,1429,1181,1903,1673,2103,2403,2644,2430,2123,2602,2390,2298,2120,1551,1696,1302,1833,1600,3502,4715,3424,2734,2143,2242,2680,2341,1657,2269
Malaysia,Pac-WC,Tonguefishes,"Pacific, Western Central",MYS,TOX,31,"Flounders, halibuts, soles",pleuronectids,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,400,400,70,70,70,140,232,240,480,556,519,565,439,576,126,159,154,133,205,88,316,213,418,274,457,404,673,664,617,427,550,1008,956,866,896,936,969,1127,1340,1396,1452,1200,1152,865,934,798,800,706
Malaysia,Ind-E,Torpedo scad,"Indian Ocean, Eastern",MYS,HAS,37,Miscellaneous pelagic fishes,carangids-mackerels,2200,1800,2200,2200,1500,1500,1500,1500,1800,1800,2200,700,700,1500,1500,2000,4700,3900,3400,4900,5770,5110,3290,3950,6666,3515,5207,3529,7382,9008,8033,3672,5262,11384,15186,5636,5201,3887,4764,3841,3061,4644,4459,4724,9332,12896,8324,7849,10377,5872,3402,2929,4950,5085,5586,6420,8693,11105,11260,19835,21514,18953,15444,14305,17857,16591
Malaysia,Pac-WC,Torpedo scad,"Pacific, Western Central",MYS,HAS,37,Miscellaneous pelagic fishes,carangids-mackerels,800,700,800,800,500,500,500,500,700,700,800,300,300,500,600,700,1800,1500,1200,1800,2130,1890,1210,1450,2459,1297,1921,1302,2723,3453,2904,4230,898,900,2505,3146,3426,3871,5876,5192,4555,5282,7955,10585,7474,6574,6588,5813,8408,14023,13930,11023,17555,16768,16835,8750,10253,11004,11701,7371,7896,12706,8262,12604,11212,12176
Malaysia,Pac-WC,"Triggerfishes, durgons nei","Pacific, Western Central",MYS,TRI,33,Miscellaneous coastal fishes,other marine fish,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,40,40,40,40,74,88,51,214,171,220,242,41,183,381,472,659,823,853,798,481,1230,995,895,742,956,852,898,1398,1543,2578,1313,2002,1705,1539,1152,2747,1893,1319,2346,1628,922,762,751,656,541,595
Malaysia,Ind-E,"Triggerfishes, durgons nei","Indian Ocean, Eastern",MYS,TRI,33,Miscellaneous coastal fishes,other marine fish,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,100,60,60,60,60,113,133,78,325,260,276,304,196,180,556,656,445,357,747,1511,793,1433,1916,1164,1571,498,540,708,543,250,248,115,193,221,476,336,289,257,258,223,332,170,382,97,83,74,62
Malaysia,Pac-WC,Tropical spiny lobsters nei,"Pacific, Western Central",MYS,SLV,43,"Lobsters, spiny-rock lobsters",crabs-lobsters,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,159,233,373,368,477,590,1317,453,634,745,969,1091,1170,682,800,821,1025,1079,1065,1508,2039,2087,1566,1812,1010,885,1088,731,704,708,786,850,812,345
Malaysia,Ind-E,Tropical spiny lobsters nei,"Indian Ocean, Eastern",MYS,SLV,43,"Lobsters, spiny-rock lobsters",crabs-lobsters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,18,54,88,38,177,31,57,31,24,27,33,20,14,15,12,15,38,104,20,23,18,51,29,25,24,80,26,17,8,7,7,0
Malaysia,Pac-WC,Tuna-like fishes nei,"Pacific, Western Central",MYS,TUX,36,"Tunas, bonitos, billfishes",tuna-billfish,0,0,0,0,,,,,,,0,0,0,0,400,500,500,700,700,700,800,600,600,600,800,900,800,1218,1000,2000,1500,1700,1290,2177,6977,3377,2747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,,0,0,0,0,0
Malaysia,Pac-WC,Various squids nei,"Pacific, Western Central",MYS,SQU,57,"Squids, cuttlefishes, octopuses",cephalopods,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,30,100,240,358,301,215,363,286,3893,3223,5591,2057,3343,4803,3355,7748,8858,10017,14594,21326,18337,15752,20581,24913,17264,21702,20463,21824,22119,26300,25149,31704,30510,31914,27670,36874,34365,34405,29961,27800,32027,32463,29600,30814,27627
Malaysia,Ind-E,Various squids nei,"Indian Ocean, Eastern",MYS,SQU,57,"Squids, cuttlefishes, octopuses",cephalopods,,,,,,,,,,,,,,,,,,,,,0,70,200,460,682,573,409,690,543,8121,5760,6512,7682,7722,7433,7958,10230,11842,10896,16138,14760,15260,18515,12041,11011,13990,14568,18028,16873,18164,28039,20128,20779,19392,20294,16665,23655,25365,21950,26403,22321,19360,26258,23872,31591,23423
Malaysia,Pac-WC,Wolf-herrings nei,"Pacific, Western Central",MYS,DOS,35,"Herrings, sardines, anchovies",forage fish,800,500,1100,1100,800,500,500,500,500,500,1100,1400,1600,1600,1800,2100,2500,2600,2600,2200,2540,2440,2230,2330,2452,2673,3217,2923,3244,1887,2111,4204,1507,908,1276,1002,1839,1468,1873,1862,1890,1861,1893,2049,2858,2938,2638,2461,2695,3307,2791,2607,2820,3402,3850,3272,3684,3591,4159,3738,4696,4614,3671,3474,3252,2797
Malaysia,Ind-E,Wolf-herrings nei,"Indian Ocean, Eastern",MYS,DOS,35,"Herrings, sardines, anchovies",forage fish,700,500,900,900,700,500,500,500,500,500,900,1200,1400,1400,1600,1900,2300,2400,2300,2000,2260,2160,1970,2070,2174,2371,2853,2592,2877,2194,1597,2147,3611,3872,3213,3725,4585,4301,3159,2802,2326,2554,2850,2449,1333,1111,1375,1762,1448,1426,1393,1382,1003,1005,1003,954,1390,1273,1222,1563,1047,1051,847,1061,845,1017
Malaysia,Pac-WC,"Wrasses, hogfishes, etc. nei","Pacific, Western Central",MYS,WRA,33,Miscellaneous coastal fishes,other marine fish,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,100,0,0,0,293,23,17,37,42,174,223,375,384,214,278,266,281,34,396,869,35,500,311,78,59,192,219,2299,2694,2400,2139,1948,292,285,317,368,2313,264,630,1313,972,1081,1681,1804,2476,3427
Malaysia,Ind-E,"Wrasses, hogfishes, etc. nei","Indian Ocean, Eastern",MYS,WRA,33,Miscellaneous coastal fishes,other marine fish,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,18,1,2,0,1,0,0,3,10,8,7,3,3,2,0,0,1,12,12,23,219,149,15,57,112,69,106,86,82,98
Malaysia,Pac-WC,Yellowfin tuna,"Pacific, Western Central",MYS,YFT,36,"Tunas, bonitos, billfishes",tuna-billfish,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,146,,,,749,1557,1186,1090,1264,5783,2650
Malaysia,Ind-E,Yellowfin tuna,"Indian Ocean, Eastern",MYS,YFT,36,"Tunas, bonitos, billfishes",tuna-billfish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,526,592,2229,1090,1229,1242,1001,733,38,104,107,77,144
Malaysia,Pac-WC,Yellowstripe scad,"Pacific, Western Central",MYS,TRY,37,Miscellaneous pelagic fishes,carangids-mackerels,4400,4400,2600,2600,2600,2600,2600,2600,3500,4400,2600,2600,3200,3300,5700,4800,5200,7000,6800,4800,5280,7220,5630,4400,6233,5133,5319,6931,11760,11479,10127,28074,15789,17778,15725,16773,11787,14779,15875,19140,19389,21319,22427,26510,23870,20956,24467,26526,29091,36470,40816,36165,35145,27833,29671,18085,17412,15547,19337,16578,13882,14773,16034,16835,12720,13014
Malaysia,Ind-E,Yellowstripe scad,"Indian Ocean, Eastern",MYS,TRY,37,Miscellaneous pelagic fishes,carangids-mackerels,600,600,400,400,400,400,400,400,500,600,400,400,400,500,800,600,700,900,900,600,720,980,770,600,847,698,723,942,1599,2241,1166,2524,2350,2425,3477,1613,2649,2331,2576,2966,3041,2749,2708,2946,3684,2903,3656,5505,3643,4871,3437,3693,5861,5634,4760,1291,1240,877,887,1639,1614,1414,1248,1186,1096,1077
